Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
35133191,12/30/2016 09:42:50 AM,12/30/2016 01:01:09 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10001,150 WEST 34 STREET,WEST 34 STREET,BROADWAY,7 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,12/30/2016 05:42:50 PM,The Police Department responded to the complaint and took action to fix the condition.,12/30/2016 01:01:09 PM,05 MANHATTAN,MANHATTAN,987136,212720,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75054333977628,-73.98958388258801,"(40.75054333977628, -73.98958388258801)"
35132648,12/30/2016 12:58:57 PM,12/30/2016 03:31:08 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10032,,,,,WEST  162 STREET,ST NICHOLAS AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,12/30/2016 08:58:57 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/30/2016 03:31:08 PM,12 MANHATTAN,MANHATTAN,1000867,243889,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.83607865385254,-73.93994900810895,"(40.83607865385254, -73.93994900810895)"
35132605,12/30/2016 12:38:07 PM,12/30/2016 01:30:23 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,11105,,,,,23 AVENUE,38 STREET,INTERSECTION,ASTORIA,,Precinct,Closed,12/30/2016 08:38:07 PM,The Police Department responded to the complaint and determined that police action was not necessary.,12/30/2016 01:30:23 PM,01 QUEENS,QUEENS,1009470,220404,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.771598441431316,-73.90894747667984,"(40.771598441431316, -73.90894747667984)"
35131508,12/30/2016 07:12:53 AM,12/30/2016 03:33:19 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Subway,11201,,,,,FLATBUSH AVENUE,FULTON STREET,INTERSECTION,BROOKLYN,,Precinct,Closed,12/30/2016 03:12:53 PM,The Police Department responded and upon arrival those responsible for the condition were gone.,12/30/2016 03:33:19 PM,02 BROOKLYN,BROOKLYN,989539,190263,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68890317557533,-73.98092864957985,"(40.68890317557533, -73.98092864957985)"
35128974,12/29/2016 08:39:29 AM,12/29/2016 09:57:04 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Residential Building/House,11411,226-19 114 ROAD,114 ROAD,226 STREET,227 STREET,,,ADDRESS,CAMBRIA HEIGHTS,,Precinct,Closed,12/29/2016 04:39:29 PM,The Police Department responded to the complaint and took action to fix the condition.,12/29/2016 09:57:04 AM,13 QUEENS,QUEENS,1058785,194760,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70093407676859,-73.73118891113923,"(40.70093407676859, -73.73118891113923)"
35128215,12/29/2016 10:42:02 AM,12/29/2016 01:35:53 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,11236,938 EAST 88 STREET,EAST 88 STREET,FLATLANDS AVENUE,AVENUE J,,,ADDRESS,BROOKLYN,,Precinct,Closed,12/29/2016 06:42:02 PM,The Police Department responded to the complaint and determined that police action was not necessary.,12/29/2016 01:35:53 PM,18 BROOKLYN,BROOKLYN,1010165,171920,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.63851937305252,-73.90662488814823,"(40.63851937305252, -73.90662488814823)"
35127284,12/29/2016 11:13:53 AM,12/29/2016 02:40:10 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10022,,,,,EAST   56 STREET,LEXINGTON AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,12/29/2016 07:13:53 PM,The Police Department reviewed your complaint and provided additional information below.,12/29/2016 02:40:10 PM,05 MANHATTAN,MANHATTAN,992665,216258,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76025071581911,-73.96962425363057,"(40.76025071581911, -73.96962425363057)"
35126747,12/29/2016 06:52:38 PM,12/29/2016 07:55:49 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Subway,10010,,,,,PARK AVENUE SOUTH,EAST   22 STREET,INTERSECTION,NEW YORK,,Precinct,Closed,12/30/2016 02:52:38 AM,The Police Department responded to the complaint and took action to fix the condition.,12/29/2016 07:55:49 PM,05 MANHATTAN,MANHATTAN,987894,208705,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73952289028916,-73.98685029320727,"(40.73952289028916, -73.98685029320727)"
35125098,12/29/2016 05:31:35 PM,12/29/2016 06:35:47 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,11432,,,,,85 AVENUE,164 STREET,INTERSECTION,JAMAICA,,Precinct,Closed,12/30/2016 01:31:35 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/29/2016 06:35:48 PM,08 QUEENS,QUEENS,1039351,198923,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71250285019168,-73.80124344241291,"(40.71250285019168, -73.80124344241291)"
35124476,12/29/2016 07:20:05 PM,12/29/2016 08:55:24 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Residential Building/House,10011,431 WEST 17 STREET,WEST 17 STREET,9 AVENUE,10 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,12/30/2016 03:20:05 AM,The Police Department responded to the complaint and took action to fix the condition.,12/29/2016 08:55:25 PM,04 MANHATTAN,MANHATTAN,982774,210134,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.743445767016446,-74.0053265943971,"(40.743445767016446, -74.0053265943971)"
35123403,12/28/2016 02:42:09 PM,12/28/2016 07:29:57 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10003,146 EAST 15 STREET,EAST 15 STREET,IRVING PLACE,3 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,12/28/2016 10:42:09 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/28/2016 07:29:57 PM,06 MANHATTAN,MANHATTAN,987665,206835,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73439029409746,-73.98767760986688,"(40.73439029409746, -73.98767760986688)"
35121403,12/28/2016 10:17:53 PM,12/28/2016 11:54:54 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Store/Commercial,10165,60 EAST 42 STREET,EAST 42 STREET,MADISON AVENUE,VANDERBILT AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,12/29/2016 06:17:53 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/28/2016 11:54:54 PM,05 MANHATTAN,MANHATTAN,990162,213445,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75253177597138,-73.97866184173353,"(40.75253177597138, -73.97866184173353)"
35121242,12/28/2016 01:05:12 PM,12/28/2016 03:13:17 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10022,,,,,EAST   56 STREET,LEXINGTON AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,12/28/2016 09:05:12 PM,The Police Department responded to the complaint and took action to fix the condition.,12/28/2016 03:13:17 PM,05 MANHATTAN,MANHATTAN,992665,216258,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76025071581911,-73.96962425363057,"(40.76025071581911, -73.96962425363057)"
35119409,12/28/2016 09:53:12 AM,12/28/2016 01:51:00 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10003,4 UNION SQUARE EAST,UNION SQUARE EAST,EAST 14 STREET,4 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,12/28/2016 05:53:12 PM,The Police Department responded to the complaint and determined that police action was not necessary.,12/28/2016 01:51:00 PM,05 MANHATTAN,MANHATTAN,987047,206898,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73456343060265,-73.98990752131202,"(40.73456343060265, -73.98990752131202)"
35118088,12/28/2016 08:44:08 AM,12/28/2016 01:55:22 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10011,116 WEST 23 STREET,WEST 23 STREET,AVENUE OF THE AMERICAS,7 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,12/28/2016 04:44:08 PM,The Police Department responded to the complaint and took action to fix the condition.,12/28/2016 01:55:22 PM,04 MANHATTAN,MANHATTAN,986034,210051,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74321789597386,-73.99356191605304,"(40.74321789597386, -73.99356191605304)"
35117393,12/28/2016 05:45:48 PM,12/28/2016 09:05:59 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Residential Building/House,10458,2681 BRIGGS AVENUE,BRIGGS AVENUE,EAST 194 STREET,EAST 196 STREET,,,ADDRESS,BRONX,,Precinct,Closed,12/29/2016 01:45:48 AM,The Police Department responded and upon arrival those responsible for the condition were gone.,12/28/2016 09:06:00 PM,07 BRONX,BRONX,1014113,254774,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.86591987276827,-73.892031786234,"(40.86591987276827, -73.892031786234)"
35116351,12/28/2016 01:29:14 PM,12/28/2016 03:13:16 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Residential Building/House,10019,29 WEST WEST 57 STREET,WEST 57 STREET,5 AVENUE,AVENUE OF THE AMERICAS,,,ADDRESS,NEW YORK,,Precinct,Closed,12/28/2016 09:29:14 PM,The Police Department responded to the complaint and took action to fix the condition.,12/28/2016 03:13:16 PM,05 MANHATTAN,MANHATTAN,991149,217423,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76344965416258,-73.97509538467212,"(40.76344965416258, -73.97509538467212)"
35116342,12/28/2016 05:47:48 PM,12/28/2016 09:55:39 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Residential Building/House,10026,1917 7 AVENUE,7 AVENUE,ST NICHOLAS AVENUE,WEST 116 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,12/29/2016 01:47:48 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/28/2016 09:55:39 PM,10 MANHATTAN,MANHATTAN,997385,231895,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.80316437386991,-73.95255583292985,"(40.80316437386991, -73.95255583292985)"
35115293,12/28/2016 12:12:51 AM,12/28/2016 02:02:05 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Residential Building/House,11201,55 POPLAR STREET,POPLAR STREET,HICKS STREET,HENRY STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,12/28/2016 08:12:51 AM,The Police Department reviewed your complaint and provided additional information below.,12/28/2016 02:02:05 AM,02 BROOKLYN,BROOKLYN,986292,194680,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.701028160907505,-73.99263551140754,"(40.701028160907505, -73.99263551140754)"
35113425,12/28/2016 12:07:02 AM,12/28/2016 12:48:07 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10024,WEST 82 STREET,WEST 82 STREET,AMSTERDAM AVENUE,BROADWAY,,,BLOCKFACE,NEW YORK,,Precinct,Closed,12/28/2016 08:07:02 AM,The Police Department responded to the complaint and took action to fix the condition.,12/28/2016 12:48:07 AM,07 MANHATTAN,MANHATTAN,990435,225427,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.785419063069035,-73.97766547744182,"(40.785419063069035, -73.97766547744182)"
35113412,12/27/2016 09:12:11 AM,12/27/2016 11:45:30 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10463,2500 JOHNSON AVENUE,JOHNSON AVENUE,BEND,KAPPOCK STREET,,,ADDRESS,BRONX,,Precinct,Closed,12/27/2016 05:12:11 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/27/2016 11:45:30 AM,08 BRONX,BRONX,1006965,258862,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.87716146295538,-73.9178611535989,"(40.87716146295538, -73.9178611535989)"
35111717,12/27/2016 09:24:22 AM,12/27/2016 11:45:28 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10463,2500 JOHNSON AVENUE,JOHNSON AVENUE,BEND,KAPPOCK STREET,,,ADDRESS,BRONX,,Precinct,Closed,12/27/2016 05:24:22 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/27/2016 11:45:28 AM,08 BRONX,BRONX,1006965,258862,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.87716146295538,-73.9178611535989,"(40.87716146295538, -73.9178611535989)"
35110831,12/27/2016 07:11:32 AM,12/27/2016 10:30:07 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10003,,,,,EAST   10 STREET,3 AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,12/27/2016 03:11:32 PM,The Police Department responded to the complaint and took action to fix the condition.,12/27/2016 10:30:07 AM,03 MANHATTAN,MANHATTAN,987284,205499,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73072344111918,-73.9890529796862,"(40.73072344111918, -73.9890529796862)"
35110802,12/27/2016 05:15:47 AM,12/27/2016 12:05:45 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10017,MADISON AVENUE,MADISON AVENUE,EAST 45 STREET,EAST 46 STREET,,,BLOCKFACE,NEW YORK,,Precinct,Closed,12/27/2016 01:15:47 PM,The Police Department responded to the complaint and took action to fix the condition.,12/27/2016 12:05:45 PM,05 MANHATTAN,MANHATTAN,990443,214359,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.755040281558045,-73.9776467877675,"(40.755040281558045, -73.9776467877675)"
35109812,12/27/2016 12:39:52 PM,12/27/2016 07:05:20 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Residential Building/House,10024,60 WEST 85 STREET,WEST 85 STREET,CENTRAL PARK WEST,COLUMBUS AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,12/27/2016 08:39:52 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/27/2016 07:05:20 PM,07 MANHATTAN,MANHATTAN,992152,225380,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7852886922375,-73.97146531076949,"(40.7852886922375, -73.97146531076949)"
35109768,12/27/2016 02:43:26 PM,12/27/2016 05:13:08 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10011,116 WEST 23 STREET,WEST 23 STREET,AVENUE OF THE AMERICAS,7 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,12/27/2016 10:43:26 PM,The Police Department responded to the complaint and took action to fix the condition.,12/27/2016 05:13:08 PM,04 MANHATTAN,MANHATTAN,986034,210051,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74321789597386,-73.99356191605304,"(40.74321789597386, -73.99356191605304)"
35108924,12/27/2016 09:56:25 AM,12/27/2016 02:46:23 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10003,9 EAST 19 STREET,EAST 19 STREET,5 AVENUE,BROADWAY,,,ADDRESS,NEW YORK,,Precinct,Closed,12/27/2016 05:56:25 PM,The Police Department responded to the complaint and took action to fix the condition.,12/27/2016 02:46:23 PM,05 MANHATTAN,MANHATTAN,986839,208440,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73879590280607,-73.99065745901183,"(40.73879590280607, -73.99065745901183)"
35107565,12/26/2016 03:51:38 PM,12/26/2016 04:31:15 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10003,,,,,EAST   15 STREET,UNION SQUARE WEST,INTERSECTION,NEW YORK,,Precinct,Closed,12/26/2016 11:51:38 PM,The Police Department responded to the complaint and took action to fix the condition.,12/26/2016 04:31:15 PM,05 MANHATTAN,MANHATTAN,986686,207381,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73588925328537,-73.99120995092437,"(40.73588925328537, -73.99120995092437)"
35107529,12/26/2016 05:15:02 AM,12/26/2016 02:18:05 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10017,360 MADISON AVENUE,MADISON AVENUE,5 AVENUE,MADISON AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,12/26/2016 01:15:02 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/26/2016 02:18:05 PM,05 MANHATTAN,MANHATTAN,990257,214353,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.755023941404126,-73.97831814744774,"(40.755023941404126, -73.97831814744774)"
